cnpj,base_date,financial_statement_type,currency,scale,order,start_of_period,end_of_period,id_account,account_description,value,account_status,type,period_type,ticker
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03.03,Valor recebido pelo exercício de opções de ações,8565.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03.04,Pagamento de empréstimos de curto prazo,-94705.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03.05,Pagamento de outros passivos,-3385.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03.06,Pagamento do principal de passivos de arrendamento,-11177.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03.07,Juros de empréstimos pagos,-9928.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.04,Variação Cambial s/ Caixa e Equivalentes,-11992.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.05,Aumento (Redução) de Caixa e Equivalentes,-123538.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.05.01,Saldo Inicial de Caixa e Equivalentes,612057.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.05.02,Saldo Final de Caixa e Equivalentes,488519.0,S,Direct Cash Flow,YTD,AURA33
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01,Caixa Líquido Atividades Operacionais,-969350.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.01,Recebimentos de prêmios de resseguros,1788032.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.02,Recuperações de sinistros e comissões,537737.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.03,"Outros recebimentos operacionais (Salvados, Ressarcimentos e outros)",186510.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.04,"Pagamento de sinistros, benefícios, resgates e comissões",-1489876.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.05,Repasses de prêmios por cessão de riscos,-705487.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.06,Pagamentos de despesas e obrigações,-141342.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.07,Outros pagamentos operacionais,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.08,Recebimento de aluguéis,17359.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.09,Recebimentos de juros e dividendos,147.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.10,Constituição de depósitos judiciais,-98.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.11,Aplicações de investimentos ao valor justo por meio do resultado,-4522123.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.12,Vendas e resgates de investimentos ao valor justo  por meio do resultado,3005247.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.13,Impostos e contribuições pagos,-3614.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.01.14,Recebimento acordo Judicial,358158.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02,Caixa Líquido Atividades de Investimento,1010903.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.01,Aplicações de investimentos disponíveis para venda,-479355.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.02,Vendas e resgates de investimentos disponíveis para venda,1498502.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.03,Aplicações de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.04,Vendas e resgates de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.05,Pagamentos pela compra de ativo permanente - Imobilizado,-1129.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.06,Pagamento pela compra de ativo permanente - Intangível,-6673.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.07,Recebimento pela venda - Imobilizado,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.08,Dividendos - Participações societárias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.09,Pagamento pela compra de ativo permanente - Investimentos,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.10,Pagamento de arrendamento mercantil,-442.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.02.11,Recebimento pela venda - Investimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03,Caixa Líquido Atividades de Financiamento,-3227.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.01,Aumento de capital,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.02,Distribuição de dividendos e juros sobre o capital próprio,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.03,Aquisição das ações próprias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.04,Agio nas emissão das ações,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.05,Gasto com emissão de ações,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.06,Emissão de Debêntures,-3227.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.03.07,Custo na emissão de debêntures,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.04,Variação Cambial s/ Caixa e Equivalentes,5567.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.05,Aumento (Redução) de Caixa e Equivalentes,43893.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.05.01,Saldo Inicial de Caixa e Equivalentes,14563.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-03-31,6.05.02,Saldo Final de Caixa e Equivalentes,58456.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01,Caixa Líquido Atividades Operacionais,-446709.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.01,Recebimentos de prêmios de resseguros,4270462.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.02,Recuperações de sinistros e comissões,805140.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.03,"Outros recebimentos operacionais (Salvados, Ressarcimentos e outros)",-18188.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.04,"Pagamento de sinistros, benefícios, resgates e comissões",-2884568.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.05,Repasses de prêmios por cessão de riscos,-1318719.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.06,Pagamentos de despesas e obrigações,-311156.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.07,Outros pagamentos operacionais,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.08,Recebimento de aluguéis,30709.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.09,Recebimentos de juros e dividendos,445.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.10,Constituição de depósitos judiciais,-15794.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.11,Aplicações de investimentos ao valor justo por meio do resultado,-6214419.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.12,Vendas e resgates de investimentos ao valor justo  por meio do resultado,4878738.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.13,Impostos e contribuições pagos,-4568.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.14,Recebimento de acordo judicial,358158.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.01.15,Juros pagos,-22949.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02,Caixa Líquido Atividades de Investimento,464528.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.01,Aplicações de investimentos disponíveis para venda,-1162107.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.02,Vendas e resgates de investimentos disponíveis para venda,1642760.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.03,Aplicações de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.04,Vendas e resgates de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.05,Pagamentos pela compra de ativo permanente - Imobilizado,-791.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.06,Pagamento pela compra de ativo permanente - Intangível,-14573.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.07,Recebimento pela venda - Imobilizado,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.08,Dividendos - Participações societárias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.09,Pagamento pela compra de ativo permanente - Investimentos,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.10,Pagamento de arrendamento mercantil,-761.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.02.11,Recebimento pela venda - Investimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03,Caixa Líquido Atividades de Financiamento,-1104.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03.01,Aumento de capital,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03.02,Distribuição de dividendos e juros sobre o capital próprio,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03.03,Aquisição das ações próprias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.03.04,Emissão de debêntures,-1104.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.04,Variação Cambial s/ Caixa e Equivalentes,-1549.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.05,Aumento (Redução) de Caixa e Equivalentes,15166.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.05.01,Saldo Inicial de Caixa e Equivalentes,14563.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-06-30,6.05.02,Saldo Final de Caixa e Equivalentes,29729.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01,Caixa Líquido Atividades Operacionais,116273.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.01,Recebimentos de prêmios de resseguros,6924710.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.02,Recuperações de sinistros e comissões,990451.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.03,"Outros recebimentos operacionais (Salvados, Ressarcimentos e outros)",-90086.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.04,"Pagamento de sinistros, benefícios, resgates e comissões",-4573704.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.05,Repasses de prêmios por cessão de riscos,-1703036.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.06,Pagamentos de despesas e obrigações,-397641.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.07,Outros pagamentos operacionais,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.08,Recebimento de aluguéis,45848.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.09,Recebimentos de juros e dividendos,1189.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.10,Constituição de depósitos judiciais,-19485.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.11,Aplicações de investimentos ao valor justo por meio do resultado,-8438709.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.12,Vendas e resgates de investimentos ao valor justo  por meio do resultado,7047785.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.13,Impostos e contribuições pagos,-6258.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.14,Recebimento acordo judicial,358158.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.01.15,Juros Pagos,-22949.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02,Caixa Líquido Atividades de Investimento,-46091.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.01,Aplicações de investimentos disponíveis para venda,-2704916.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.02,Vendas e resgates de investimentos disponíveis para venda,2695413.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.03,Aplicações de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.04,Vendas e resgates de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
