cnpj,base_date,financial_statement_type,currency,scale,order,start_of_period,end_of_period,id_account,account_description,value,account_status,type,start_month,end_month,period_type,ticker
84.429.695/0001-11,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.11.01,Atribuído a Sócios da Empresa Controladora,912965.0,S,Income Statement,04,06,Quarter,WEGE3
84.429.695/0001-11,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.11.02,Atribuído a Sócios Não Controladores,13155.0,S,Income Statement,04,06,Quarter,WEGE3
84.429.695/0001-11,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99,Lucro por Ação - (Reais / Ação),0.0,N,Income Statement,04,06,Quarter,WEGE3
84.429.695/0001-11,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.01,Lucro Básico por Ação,0.0,N,Income Statement,04,06,Quarter,WEGE3
84.429.695/0001-11,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.01.01,ON,0.21758,N,Income Statement,04,06,Quarter,WEGE3
84.429.695/0001-11,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.02,Lucro Diluído por Ação,0.0,N,Income Statement,04,06,Quarter,WEGE3
84.429.695/0001-11,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.02.01,ON,0.21753,N,Income Statement,04,06,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.01,Receita de Venda de Bens e/ou Serviços,7911192.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.02,Custo dos Bens e/ou Serviços Vendidos,-5493544.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.03,Resultado Bruto,2417648.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04,Despesas/Receitas Operacionais,-991701.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.01,Despesas com Vendas,-562267.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.01.01,Provisões/Reversões de créditos de liquidação duvidosa,-601.0,N,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.01.02,Outras Despesas de Vendas,-561666.0,N,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.02,Despesas Gerais e Administrativas,-230720.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.02.01,Honorários dos Administradores,-4828.0,N,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.02.02,Outras Despesas Administrativas,-225892.0,N,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.04,Outras Receitas Operacionais,25109.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.05,Outras Despesas Operacionais,-223823.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.06,Resultado de Equivalência Patrimonial,0.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,1425947.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.06,Resultado Financeiro,18073.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.06.01,Receitas Financeiras,323688.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.06.02,Despesas Financeiras,-305615.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.07,Resultado Antes dos Tributos sobre o Lucro,1444020.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-269816.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.08.01,Corrente,-280043.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.08.02,Diferido,10227.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.09,Resultado Líquido das Operações Continuadas,1174204.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.11,Lucro/Prejuízo Consolidado do Período,1174204.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.11.01,Atribuído a Sócios da Empresa Controladora,1158032.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.11.02,Atribuído a Sócios Não Controladores,16172.0,S,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.99,Lucro por Ação - (Reais / Ação),0.0,N,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.99.01,Lucro Básico por Ação,0.0,N,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.99.01.01,ON,0.27598,N,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.99.02,Lucro Diluído por Ação,0.0,N,Income Statement,07,09,Quarter,WEGE3
84.429.695/0001-11,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.99.02.01,ON,0.27592,N,Income Statement,07,09,Quarter,WEGE3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.01,Receita de Venda de Bens e/ou Serviços,2364297.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.02,Custo dos Bens e/ou Serviços Vendidos,-1954658.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.03,Resultado Bruto,409639.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04,Despesas/Receitas Operacionais,-212739.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.01,Despesas com Vendas,-111268.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.02,Despesas Gerais e Administrativas,-68684.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.04,Outras Receitas Operacionais,0.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.05,Outras Despesas Operacionais,-32787.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.04.06,Resultado de Equivalência Patrimonial,0.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,196900.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.06,Resultado Financeiro,-98479.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.06.01,Receitas Financeiras,16641.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.06.02,Despesas Financeiras,-115120.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.07,Resultado Antes dos Tributos sobre o Lucro,98421.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-24422.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.08.01,Corrente,-129994.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.08.02,Diferido,105572.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.09,Resultado Líquido das Operações Continuadas,73999.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.11,Lucro/Prejuízo Consolidado do Período,73999.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.11.01,Atribuído a Sócios da Empresa Controladora,75748.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.11.02,Atribuído a Sócios Não Controladores,-1749.0,S,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99,Lucro por Ação - (Reais / Ação),0.0,N,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.01,Lucro Básico por Ação,0.0,N,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.01.01,ON,0.52538,N,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.01.02,PN,0.0,N,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.02,Lucro Diluído por Ação,0.0,N,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.02.01,ON,0.5216,N,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,3.99.02.02,PN,0.0,N,Income Statement,01,03,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.01,Receita de Venda de Bens e/ou Serviços,2529016.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.02,Custo dos Bens e/ou Serviços Vendidos,-2019094.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.03,Resultado Bruto,509922.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04,Despesas/Receitas Operacionais,-262303.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.01,Despesas com Vendas,-165244.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.02,Despesas Gerais e Administrativas,-79176.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.04,Outras Receitas Operacionais,0.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.05,Outras Despesas Operacionais,-17883.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.04.06,Resultado de Equivalência Patrimonial,0.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,247619.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.06,Resultado Financeiro,6599.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.06.01,Receitas Financeiras,49263.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.06.02,Despesas Financeiras,-42664.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.07,Resultado Antes dos Tributos sobre o Lucro,254218.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-74645.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.08.01,Corrente,-15880.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.08.02,Diferido,-58765.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.09,Resultado Líquido das Operações Continuadas,179573.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.11,Lucro/Prejuízo Consolidado do Período,179573.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.11.01,Atribuído a Sócios da Empresa Controladora,181780.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.11.02,Atribuído a Sócios Não Controladores,-2207.0,S,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99,Lucro por Ação - (Reais / Ação),0.0,N,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.01,Lucro Básico por Ação,0.0,N,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.01.01,ON,1.26005,N,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.01.02,PN,0.0,N,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.02,Lucro Diluído por Ação,0.0,N,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.02.01,ON,1.25318,N,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-04-01,2022-06-30,3.99.02.02,PN,0.0,N,Income Statement,04,06,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.01,Receita de Venda de Bens e/ou Serviços,2694013.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.02,Custo dos Bens e/ou Serviços Vendidos,-2158931.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.03,Resultado Bruto,535082.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04,Despesas/Receitas Operacionais,-316359.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.01,Despesas com Vendas,-179210.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.02,Despesas Gerais e Administrativas,-79434.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.04,Outras Receitas Operacionais,0.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.05,Outras Despesas Operacionais,-57715.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.04.06,Resultado de Equivalência Patrimonial,0.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,218723.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.06,Resultado Financeiro,-9959.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.06.01,Receitas Financeiras,42540.0,S,Income Statement,07,09,Quarter,TUPY3
84.683.374/0001-49,2022-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-07-01,2022-09-30,3.06.02,Despesas Financeiras,-52499.0,S,Income Statement,07,09,Quarter,TUPY3
